Project_ID,Project_Title,Domain,Sub_Domain,Project_Type,Technology,Abstract,Academic_Year,Student_Interest_Tags
P0153,Design and Implementation of Recommender Systems Detection Framework,AI/ML,Recommender Systems,Software,Python Collaborative Filtering,This software project focuses on recommender systems under the AI/ML domain using Python Collaborative Filtering.,2022-23,Recommender Systems
P0154,Intelligent Blockchain Systems Decision Support System,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2023-24,Blockchain Systems
P0155,Analysis of Smart City Analytics Dashboard,IoT,Smart City,Hardware + Software,Arduino Sensors MQTT,This hardware + software project focuses on smart city under the IoT domain using Arduino Sensors MQTT.,2022-23,Smart City
P0156,Design and Implementation of Home Automation Analytics Dashboard,IoT,Home Automation,Hardware + Software,Raspberry Pi Python,This hardware + software project focuses on home automation under the IoT domain using Raspberry Pi Python.,2022-23,Home Automation
P0157,Intelligent Home Automation Decision Support System,IoT,Home Automation,Hardware + Software,Raspberry Pi Python,This hardware + software project focuses on home automation under the IoT domain using Raspberry Pi Python.,2023-24,Home Automation
P0158,Automated Blockchain Systems Prediction Model,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2023-24,Blockchain Systems
P0159,Real-Time Blockchain Systems Monitoring System,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2023-24,Blockchain Systems
P0160,Design and Implementation of Blockchain Systems Prediction Model,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2023-24,Blockchain Systems
P0161,Analysis of FinTech Management System,Software Engineering,FinTech,Software,Java Spring MySQL,This software project focuses on fintech under the Software Engineering domain using Java Spring MySQL.,2021-22,FinTech
P0162,Development of Home Automation Attendance Platform,IoT,Home Automation,Hardware + Software,Raspberry Pi Python,This hardware + software project focuses on home automation under the IoT domain using Raspberry Pi Python.,2023-24,Home Automation
P0163,Smart Blockchain Systems Monitoring Solution,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2022-23,Blockchain Systems
P0164,Smart Energy Systems Decision Support System,IoT,Energy Systems,Hardware + Software,ESP8266 IoT,This hardware + software project focuses on energy systems under the IoT domain using ESP8266 IoT.,2021-22,Energy Systems
P0165,ML-Driven EdTech Prediction Model,Web Development,EdTech,Software,React Django,This software project focuses on edtech under the Web Development domain using React Django.,2021-22,EdTech
P0166,Secure Career Platforms Detection Framework,Web Development,Career Platforms,Software,React Node MongoDB,This software project focuses on career platforms under the Web Development domain using React Node MongoDB.,2022-23,Career Platforms
P0167,ML-Driven AgriTech Monitoring Solution,IoT,AgriTech,Hardware + Software,Arduino Soil Sensors,This hardware + software project focuses on agritech under the IoT domain using Arduino Soil Sensors.,2021-22,AgriTech
P0168,ML-Driven Blockchain Systems Decision Support System,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2023-24,Blockchain Systems
P0169,AI-Based Database Systems Monitoring System,Software Engineering,Database Systems,Software,Java MySQL Swing,This software project focuses on database systems under the Software Engineering domain using Java MySQL Swing.,2023-24,Database Systems
P0170,Development of Blockchain Systems Attendance Platform,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2021-22,Blockchain Systems
P0171,AI-Based Blockchain Systems Attendance Platform,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2021-22,Blockchain Systems
P0172,Automated FinTech Analytics Dashboard,Software Engineering,FinTech,Software,Java Spring MySQL,This software project focuses on fintech under the Software Engineering domain using Java Spring MySQL.,2023-24,FinTech
P0173,Real-Time Blockchain Systems Detection Framework,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2023-24,Blockchain Systems
P0174,Design and Implementation of Database Systems Monitoring System,Software Engineering,Database Systems,Software,Java MySQL Swing,This software project focuses on database systems under the Software Engineering domain using Java MySQL Swing.,2023-24,Database Systems
P0175,Smart Energy Systems Monitoring Solution,IoT,Energy Systems,Hardware + Software,ESP8266 IoT,This hardware + software project focuses on energy systems under the IoT domain using ESP8266 IoT.,2023-24,Energy Systems
P0176,Analysis of Web Applications Decision Support System,Web Development,Web Applications,Software,React Node MySQL,This software project focuses on web applications under the Web Development domain using React Node MySQL.,2023-24,Web Applications
P0177,Intelligent Blockchain Systems Prediction Model,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2021-22,Blockchain Systems
P0178,Analysis of Blockchain Systems Detection Framework,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2021-22,Blockchain Systems
P0179,Smart Blockchain Systems Detection Framework,Security,Blockchain Systems,Software,Blockchain Solidity,This software project focuses on blockchain systems under the Security domain using Blockchain Solidity.,2021-22,Blockchain Systems
P0180,Design and Implementation of E-Commerce Automation System,Web Development,E-Commerce,Software,MERN Stack,This software project focuses on e-commerce under the Web Development domain using MERN Stack.,2022-23,E-Commerce
P0181,Secure Computer Vision Decision Support System,AI/ML,Computer Vision,Software,Python OpenCV CNN,This software project focuses on computer vision under the AI/ML domain using Python OpenCV CNN.,2022-23,Computer Vision
P0182,Automated Database Systems Management System,Software Engineering,Database Systems,Software,Java MySQL Swing,This software project focuses on database systems under the Software Engineering domain using Java MySQL Swing.,2021-22,Database Systems
P0183,Design and Implementation of Recommender Systems Monitoring Solution,AI/ML,Recommender Systems,Software,Python Collaborative Filtering,This software project focuses on recommender systems under the AI/ML domain using Python Collaborative Filtering.,2022-23,Recommender Systems
P0184,Intelligent E-Commerce Monitoring System,Web Development,E-Commerce,Software,MERN Stack,This software project focuses on e-commerce under the Web Development domain using MERN Stack.,2022-23,E-Commerce
P0185,Automated Database Systems Analytics Dashboard,Software Engineering,Database Systems,Software,Java MySQL Swing,This software project focuses on database systems under the Software Engineering domain using Java MySQL Swing.,2021-22,Database Systems
P0186,Automated Recommender Systems Attendance Platform,AI/ML,Recommender Systems,Software,Python Collaborative Filtering,This software project focuses on recommender systems under the AI/ML domain using Python Collaborative Filtering.,2023-24,Recommender Systems
P0187,Smart Career Platforms Recommendation Engine,Web Development,Career Platforms,Software,React Node MongoDB,This software project focuses on career platforms under the Web Development domain using React Node MongoDB.,2023-24,Career Platforms
P0188,AI-Based Healthcare IT Management System,Web Development,Healthcare IT,Software,HTML CSS JS Django,This software project focuses on healthcare it under the Web Development domain using HTML CSS JS Django.,2021-22,Healthcare IT
P0189,ML-Driven Home Automation Recommendation Engine,IoT,Home Automation,Hardware + Software,Raspberry Pi Python,This hardware + software project focuses on home automation under the IoT domain using Raspberry Pi Python.,2021-22,Home Automation
P0190,Automated Database Systems Monitoring Solution,Software Engineering,Database Systems,Software,Java MySQL Swing,This software project focuses on database systems under the Software Engineering domain using Java MySQL Swing.,2022-23,Database Systems
